Origin,Destination,TimeRequest
2,5,2021-10-19 14:53:57
2,6,2021-10-19 14:43:59
2,7,2021-10-19 14:36:55
2,8,2021-10-19 14:10:37
2,9,2021-10-19 14:27:08
2,10,2021-10-19 14:36:21
3,4,2021-10-19 14:23:30
3,5,2021-10-19 14:05:50
3,6,2021-10-19 14:51:40
3,7,2021-10-19 14:07:27
3,8,2021-10-19 14:58:01
3,9,2021-10-19 14:18:50
3,10,2021-10-19 14:14:47
4,5,2021-10-19 14:37:02
4,6,2021-10-19 14:05:17
4,7,2021-10-19 14:37:35
4,8,2021-10-19 14:02:32
4,9,2021-10-19 14:29:27
4,10,2021-10-19 14:01:43
5,6,2021-10-19 14:26:50
5,7,2021-10-19 14:04:04
5,8,2021-10-19 14:38:56
5,9,2021-10-19 14:40:22
5,10,2021-10-19 14:25:24
6,7,2021-10-19 14:58:36
6,8,2021-10-19 14:59:53
6,9,2021-10-19 14:58:14
6,10,2021-10-19 14:06:07
7,8,2021-10-19 14:21:07
7,9,2021-10-19 14:38:39
7,10,2021-10-19 14:44:41
8,9,2021-10-19 14:10:43
8,10,2021-10-19 14:40:44
9,10,2021-10-19 14:19:44
1,3,2021-10-19 15:35:15
1,6,2021-10-19 15:57:23
1,7,2021-10-19 15:23:17
1,8,2021-10-19 15:13:52
1,9,2021-10-19 15:48:51
1,10,2021-10-19 15:39:26
2,3,2021-10-19 15:58:34
2,4,2021-10-19 15:42:49
2,5,2021-10-19 15:38:15
2,6,2021-10-19 15:24:34
2,7,2021-10-19 15:26:07
2,8,2021-10-19 15:14:16
2,9,2021-10-19 15:09:14
2,10,2021-10-19 15:05:55
3,4,2021-10-19 15:02:24
3,5,2021-10-19 15:10:13
3,6,2021-10-19 15:47:38
3,7,2021-10-19 15:44:15
3,8,2021-10-19 15:12:06
3,9,2021-10-19 15:27:18
3,10,2021-10-19 15:11:28
4,5,2021-10-19 15:43:12
4,6,2021-10-19 15:38:04
4,7,2021-10-19 15:57:06
4,8,2021-10-19 15:10:08
4,9,2021-10-19 15:29:08
4,10,2021-10-19 15:19:32
5,6,2021-10-19 15:54:49
5,7,2021-10-19 15:13:41
5,8,2021-10-19 15:15:06
5,9,2021-10-19 15:35:54
5,10,2021-10-19 15:29:21
6,7,2021-10-19 15:14:47
6,8,2021-10-19 15:33:46
6,9,2021-10-19 15:07:17
6,10,2021-10-19 15:32:31
7,8,2021-10-19 15:36:36
7,9,2021-10-19 15:53:00
7,10,2021-10-19 15:10:17
8,9,2021-10-19 15:21:31
8,10,2021-10-19 15:16:56
9,10,2021-10-19 15:52:54
1,2,2021-10-19 16:16:08
1,3,2021-10-19 16:43:49
1,4,2021-10-19 16:39:23
1,5,2021-10-19 16:34:46
1,6,2021-10-19 16:50:26
1,7,2021-10-19 16:22:34
1,8,2021-10-19 16:20:49
1,9,2021-10-19 16:12:47
1,10,2021-10-19 16:45:45
2,3,2021-10-19 16:03:20
2,4,2021-10-19 16:16:28
2,5,2021-10-19 16:32:34
2,6,2021-10-19 16:11:42
2,7,2021-10-19 16:05:37
2,8,2021-10-19 16:23:51
2,9,2021-10-19 16:48:29
2,10,2021-10-19 16:55:57
3,4,2021-10-19 16:04:05
3,5,2021-10-19 16:13:56
3,6,2021-10-19 16:26:14
3,7,2021-10-19 16:28:16
3,8,2021-10-19 16:41:32
3,9,2021-10-19 16:25:33
3,10,2021-10-19 16:00:19
4,5,2021-10-19 16:23:32
4,6,2021-10-19 16:16:24
4,7,2021-10-19 16:33:50
4,8,2021-10-19 16:20:30
4,9,2021-10-19 16:25:21
4,10,2021-10-19 16:27:30
5,6,2021-10-19 16:39:18
5,7,2021-10-19 16:12:34
5,8,2021-10-19 16:39:07
5,9,2021-10-19 16:55:10
5,10,2021-10-19 16:52:47
6,7,2021-10-19 16:56:57
6,8,2021-10-19 16:48:54
6,9,2021-10-19 16:42:00
6,10,2021-10-19 16:00:49
7,8,2021-10-19 16:52:47
7,9,2021-10-19 16:37:47
7,10,2021-10-19 16:42:59
8,9,2021-10-19 16:39:11
8,10,2021-10-19 16:04:36
9,10,2021-10-19 16:30:08
1,2,2021-10-19 17:15:52
1,3,2021-10-19 17:50:51
1,4,2021-10-19 17:49:49
1,5,2021-10-19 17:02:35
1,6,2021-10-19 17:49:05
1,7,2021-10-19 17:01:29
1,8,2021-10-19 17:48:15
1,9,2021-10-19 17:56:01
1,10,2021-10-19 17:53:22
2,3,2021-10-19 17:40:47
2,4,2021-10-19 17:04:26
2,5,2021-10-19 17:58:47
2,6,2021-10-19 17:12:48
2,7,2021-10-19 17:32:43
2,8,2021-10-19 17:10:38
2,9,2021-10-19 17:17:51
2,10,2021-10-19 17:10:21
3,4,2021-10-19 17:23:09
3,5,2021-10-19 17:11:10
3,6,2021-10-19 17:14:12
3,7,2021-10-19 17:54:45
3,8,2021-10-19 17:24:08
3,9,2021-10-19 17:24:14
3,10,2021-10-19 17:17:13
4,5,2021-10-19 17:09:52
4,6,2021-10-19 17:17:26
4,7,2021-10-19 17:53:16
4,8,2021-10-19 17:47:38
4,9,2021-10-19 17:31:51
4,10,2021-10-19 17:10:28
5,6,2021-10-19 17:59:45
5,7,2021-10-19 17:51:09
5,8,2021-10-19 17:48:58
5,9,2021-10-19 17:25:22
5,10,2021-10-19 17:24:47
6,7,2021-10-19 17:33:01
6,8,2021-10-19 17:27:47
6,9,2021-10-19 17:38:36
6,10,2021-10-19 17:24:28
7,8,2021-10-19 17:39:11
7,9,2021-10-19 17:50:41
7,10,2021-10-19 17:34:11
8,9,2021-10-19 17:59:05
8,10,2021-10-19 17:55:34
9,10,2021-10-19 17:49:22
1,2,2021-10-19 18:33:43
1,3,2021-10-19 18:34:09
1,4,2021-10-19 18:06:54
1,5,2021-10-19 18:16:09
1,6,2021-10-19 18:57:37
1,7,2021-10-19 18:35:43
1,8,2021-10-19 18:00:32
1,9,2021-10-19 18:54:32
1,10,2021-10-19 18:41:33
2,3,2021-10-19 18:44:07
2,4,2021-10-19 18:10:22
2,5,2021-10-19 18:17:52
2,6,2021-10-19 18:43:41
2,7,2021-10-19 18:54:30
2,8,2021-10-19 18:14:49
2,9,2021-10-19 18:38:10
2,10,2021-10-19 18:31:08
3,4,2021-10-19 18:12:23
3,5,2021-10-19 18:35:13
3,6,2021-10-19 18:59:00
3,7,2021-10-19 18:00:36
3,8,2021-10-19 18:39:43
3,9,2021-10-19 18:51:58
3,10,2021-10-19 18:07:00
4,5,2021-10-19 18:10:24
4,6,2021-10-19 18:14:42
4,7,2021-10-19 18:26:43
4,8,2021-10-19 18:50:52
4,9,2021-10-19 18:10:42
4,10,2021-10-19 18:06:29
5,6,2021-10-19 18:01:22
5,7,2021-10-19 18:17:58
5,8,2021-10-19 18:57:09
5,9,2021-10-19 18:17:35
5,10,2021-10-19 18:23:33
6,7,2021-10-19 18:21:44
6,8,2021-10-19 18:18:59
6,9,2021-10-19 18:40:05
6,10,2021-10-19 18:42:13
7,8,2021-10-19 18:04:51
7,9,2021-10-19 18:25:48
7,10,2021-10-19 18:16:47
8,9,2021-10-19 18:01:01
8,10,2021-10-19 18:20:33
9,10,2021-10-19 18:57:29
1,2,2021-10-19 19:20:13
1,3,2021-10-19 19:19:15
1,4,2021-10-19 19:22:16
1,5,2021-10-19 19:20:02
1,6,2021-10-19 19:58:16
1,7,2021-10-19 19:55:14
1,8,2021-10-19 19:49:34
1,9,2021-10-19 19:04:51
1,10,2021-10-19 19:24:36
2,3,2021-10-19 19:29:31
2,4,2021-10-19 19:12:30
2,5,2021-10-19 19:11:08
2,6,2021-10-19 19:17:08
2,7,2021-10-19 19:16:50
2,8,2021-10-19 19:35:25
2,9,2021-10-19 19:33:38
2,10,2021-10-19 19:57:30
3,4,2021-10-19 19:07:22
3,5,2021-10-19 19:13:43
3,6,2021-10-19 19:09:44
3,7,2021-10-19 19:29:40
3,8,2021-10-19 19:00:43
3,9,2021-10-19 19:28:53
3,10,2021-10-19 19:44:27
4,5,2021-10-19 19:13:29
4,6,2021-10-19 19:17:14
4,7,2021-10-19 19:55:29
4,8,2021-10-19 19:06:16
4,9,2021-10-19 19:47:16
4,10,2021-10-19 19:24:38
5,6,2021-10-19 19:43:51
5,7,2021-10-19 19:27:56
5,8,2021-10-19 19:43:55
5,9,2021-10-19 19:43:36
5,10,2021-10-19 19:15:57
6,7,2021-10-19 19:49:57
6,8,2021-10-19 19:31:28
6,9,2021-10-19 19:19:02
6,10,2021-10-19 19:39:48
7,8,2021-10-19 19:55:32
7,9,2021-10-19 19:19:43
7,10,2021-10-19 19:09:46
8,9,2021-10-19 19:43:30
8,10,2021-10-19 19:49:00
9,10,2021-10-19 19:20:15
1,4,2021-10-19 20:49:19
1,6,2021-10-19 20:27:52
1,8,2021-10-19 20:06:37
1,9,2021-10-19 20:48:24
2,3,2021-10-19 20:44:19
2,4,2021-10-19 20:10:08
2,5,2021-10-19 20:12:41
2,6,2021-10-19 20:34:57
2,7,2021-10-19 20:20:11
2,8,2021-10-19 20:08:20
2,9,2021-10-19 20:18:03
2,10,2021-10-19 20:42:13
3,4,2021-10-19 20:25:46
3,5,2021-10-19 20:46:56
3,6,2021-10-19 20:23:07
3,7,2021-10-19 20:27:31
3,8,2021-10-19 20:07:19
3,9,2021-10-19 20:41:09
3,10,2021-10-19 20:29:28
4,5,2021-10-19 20:36:05
4,6,2021-10-19 20:20:24
4,7,2021-10-19 20:34:21
4,8,2021-10-19 20:22:02
4,9,2021-10-19 20:32:25
4,10,2021-10-19 20:38:49
5,6,2021-10-19 20:13:08
5,7,2021-10-19 20:38:01
5,8,2021-10-19 20:34:54
5,9,2021-10-19 20:56:02
5,10,2021-10-19 20:58:07
6,7,2021-10-19 20:00:49
6,8,2021-10-19 20:30:02
6,9,2021-10-19 20:40:41
6,10,2021-10-19 20:25:54
7,8,2021-10-19 20:11:54
7,9,2021-10-19 20:00:47
7,10,2021-10-19 20:39:24
8,9,2021-10-19 20:20:37
8,10,2021-10-19 20:20:32
9,10,2021-10-19 20:09:14
1,3,2021-10-19 21:00:45
1,4,2021-10-19 21:08:32
1,5,2021-10-19 21:53:21
1,6,2021-10-19 21:39:02
1,7,2021-10-19 21:53:34
1,8,2021-10-19 21:00:12
1,10,2021-10-19 21:06:25
2,3,2021-10-19 21:05:03
2,4,2021-10-19 21:33:39
2,7,2021-10-19 21:19:54
2,9,2021-10-19 21:12:32
2,10,2021-10-19 21:39:27
3,4,2021-10-19 21:18:26
3,5,2021-10-19 21:17:23
3,6,2021-10-19 21:05:01
3,7,2021-10-19 21:13:26
3,8,2021-10-19 21:30:15
3,9,2021-10-19 21:58:28
4,5,2021-10-19 21:24:58
4,6,2021-10-19 21:20:41
4,7,2021-10-19 21:22:38
4,8,2021-10-19 21:52:25
4,9,2021-10-19 21:03:33
4,10,2021-10-19 21:07:41
5,6,2021-10-19 21:59:32
5,7,2021-10-19 21:24:32
5,8,2021-10-19 21:23:29
5,9,2021-10-19 21:17:50
5,10,2021-10-19 21:48:11
6,7,2021-10-19 21:17:09
6,8,2021-10-19 21:50:48
6,9,2021-10-19 21:14:55
6,10,2021-10-19 21:35:45
7,8,2021-10-19 21:44:21
7,9,2021-10-19 21:36:02
7,10,2021-10-19 21:23:00
8,9,2021-10-19 21:34:52
8,10,2021-10-19 21:46:12
9,10,2021-10-19 21:06:39
1,2,2021-10-19 22:45:32
1,5,2021-10-19 22:09:54
1,6,2021-10-19 22:47:16
1,7,2021-10-19 22:11:59
1,9,2021-10-19 22:21:43
2,3,2021-10-19 22:51:05
2,5,2021-10-19 22:06:59
2,6,2021-10-19 22:56:24
2,7,2021-10-19 22:30:15
2,8,2021-10-19 22:57:33
2,9,2021-10-19 22:10:38
2,10,2021-10-19 22:44:12
3,5,2021-10-19 22:40:14
3,6,2021-10-19 22:30:12
3,7,2021-10-19 22:20:33
3,9,2021-10-19 22:05:21
4,5,2021-10-19 22:07:08
4,6,2021-10-19 22:47:27
4,7,2021-10-19 22:50:57
4,8,2021-10-19 22:03:57
4,9,2021-10-19 22:27:59
4,10,2021-10-19 22:26:16
5,6,2021-10-19 22:47:42
5,7,2021-10-19 22:47:25
5,8,2021-10-19 22:48:48
5,9,2021-10-19 22:11:32
5,10,2021-10-19 22:27:06
6,7,2021-10-19 22:51:59
6,8,2021-10-19 22:06:47
6,9,2021-10-19 22:53:11
6,10,2021-10-19 22:29:40
7,8,2021-10-19 22:47:42
7,9,2021-10-19 22:50:39
7,10,2021-10-19 22:38:31
8,9,2021-10-19 22:30:24
8,10,2021-10-19 22:24:46
9,10,2021-10-19 22:56:16
1,6,2021-10-19 23:49:50
2,4,2021-10-19 23:07:36
2,6,2021-10-19 23:58:42
2,8,2021-10-19 23:35:42
2,9,2021-10-19 23:27:24
3,5,2021-10-19 23:29:15
3,6,2021-10-19 23:03:30
3,8,2021-10-19 23:31:33
4,5,2021-10-19 23:25:03
4,6,2021-10-19 23:24:31
4,7,2021-10-19 23:12:52
4,8,2021-10-19 23:47:10
4,10,2021-10-19 23:20:39
5,6,2021-10-19 23:17:54
5,7,2021-10-19 23:12:37
5,8,2021-10-19 23:20:14
5,9,2021-10-19 23:41:29
5,10,2021-10-19 23:31:18
6,7,2021-10-19 23:53:58
6,8,2021-10-19 23:51:13
6,9,2021-10-19 23:13:28
7,8,2021-10-19 23:54:28
7,9,2021-10-19 23:06:36
7,10,2021-10-19 23:55:22
8,9,2021-10-19 23:52:52
8,10,2021-10-19 23:06:51
9,10,2021-10-19 23:22:26
7,9,2021-10-20 00:31:13
1,2,2021-10-20 01:27:15
1,10,2021-10-20 01:31:56
2,6,2021-10-20 01:53:50
2,7,2021-10-20 01:01:58
3,4,2021-10-20 01:43:19
3,9,2021-10-20 01:39:17
4,10,2021-10-20 01:19:02
5,6,2021-10-20 01:22:11
5,9,2021-10-20 01:02:32
7,8,2021-10-20 01:37:09
1,2,2021-10-20 02:09:32
1,3,2021-10-20 02:27:49
1,8,2021-10-20 02:22:00
1,9,2021-10-20 02:12:07
2,5,2021-10-20 02:05:05
2,9,2021-10-20 02:58:34
3,7,2021-10-20 02:35:49
3,9,2021-10-20 02:17:11
4,5,2021-10-20 02:53:11
4,7,2021-10-20 02:48:22
5,6,2021-10-20 02:18:24
5,8,2021-10-20 02:44:40
5,9,2021-10-20 02:22:43
5,10,2021-10-20 02:14:36
6,7,2021-10-20 02:25:30
6,9,2021-10-20 02:52:07
7,8,2021-10-20 02:14:57
1,4,2021-10-20 03:26:51
1,6,2021-10-20 03:33:05
1,8,2021-10-20 03:35:47
1,10,2021-10-20 03:49:11
2,4,2021-10-20 03:47:55
2,7,2021-10-20 03:37:38
2,9,2021-10-20 03:15:46
3,4,2021-10-20 03:27:02
3,9,2021-10-20 03:48:00
3,10,2021-10-20 03:51:09
5,7,2021-10-20 03:00:27
5,9,2021-10-20 03:23:15
5,10,2021-10-20 03:46:39
8,9,2021-10-20 03:50:23
9,10,2021-10-20 03:24:01
1,4,2021-10-20 04:28:46
1,5,2021-10-20 04:21:46
1,6,2021-10-20 04:55:05
1,10,2021-10-20 04:47:18
2,7,2021-10-20 04:18:05
2,10,2021-10-20 04:24:59
3,8,2021-10-20 04:51:47
3,10,2021-10-20 04:31:50
4,8,2021-10-20 04:38:10
4,10,2021-10-20 04:48:36
5,8,2021-10-20 04:37:07
6,7,2021-10-20 04:00:49
7,8,2021-10-20 04:33:17
1,2,2021-10-20 05:53:57
1,3,2021-10-20 05:01:58
1,6,2021-10-20 05:53:54
2,4,2021-10-20 05:52:05
2,7,2021-10-20 05:36:36
2,8,2021-10-20 05:26:57
3,4,2021-10-20 05:12:42
3,5,2021-10-20 05:11:08
3,6,2021-10-20 05:04:40
3,8,2021-10-20 05:25:49
3,9,2021-10-20 05:26:48
3,10,2021-10-20 05:42:19
4,5,2021-10-20 05:16:14
4,7,2021-10-20 05:42:14
4,8,2021-10-20 05:03:38
4,9,2021-10-20 05:19:40
4,10,2021-10-20 05:43:27
5,6,2021-10-20 05:52:35
5,7,2021-10-20 05:44:54
5,8,2021-10-20 05:18:41
5,9,2021-10-20 05:55:08
5,10,2021-10-20 05:37:54
6,7,2021-10-20 05:39:05
6,8,2021-10-20 05:36:10
6,9,2021-10-20 05:59:09
6,10,2021-10-20 05:54:36
7,8,2021-10-20 05:20:37
7,9,2021-10-20 05:04:58
7,10,2021-10-20 05:02:57
8,9,2021-10-20 05:20:28
8,10,2021-10-20 05:02:14
9,10,2021-10-20 05:21:38
1,2,2021-10-20 06:17:20
1,3,2021-10-20 06:25:52
1,4,2021-10-20 06:47:04
1,6,2021-10-20 06:02:48
1,7,2021-10-20 06:10:57
1,8,2021-10-20 06:51:18
1,9,2021-10-20 06:02:43
2,3,2021-10-20 06:27:20
2,4,2021-10-20 06:53:16
2,5,2021-10-20 06:53:02
2,6,2021-10-20 06:24:27
2,7,2021-10-20 06:46:45
2,8,2021-10-20 06:59:08
2,10,2021-10-20 06:26:38
3,4,2021-10-20 06:07:00
3,5,2021-10-20 06:12:52
3,6,2021-10-20 06:55:50
3,7,2021-10-20 06:16:11
3,8,2021-10-20 06:51:30
3,9,2021-10-20 06:48:35
3,10,2021-10-20 06:06:19
4,5,2021-10-20 06:10:01
4,6,2021-10-20 06:21:18
4,7,2021-10-20 06:18:25
4,8,2021-10-20 06:38:53
4,9,2021-10-20 06:30:03
4,10,2021-10-20 06:36:15
5,6,2021-10-20 06:46:44
5,7,2021-10-20 06:21:50
5,8,2021-10-20 06:27:38
5,9,2021-10-20 06:58:11
5,10,2021-10-20 06:39:33
6,7,2021-10-20 06:27:45
6,8,2021-10-20 06:55:54
6,9,2021-10-20 06:49:48
6,10,2021-10-20 06:53:10
7,8,2021-10-20 06:31:18
7,9,2021-10-20 06:09:50
7,10,2021-10-20 06:37:00
8,9,2021-10-20 06:46:39
8,10,2021-10-20 06:58:09
9,10,2021-10-20 06:07:00
1,2,2021-10-20 07:03:57
1,3,2021-10-20 07:18:50
1,4,2021-10-20 07:58:12
1,5,2021-10-20 07:54:01
1,6,2021-10-20 07:30:16
1,7,2021-10-20 07:41:52
1,8,2021-10-20 07:25:06
1,9,2021-10-20 07:24:46
1,10,2021-10-20 07:41:59
2,3,2021-10-20 07:22:44
2,4,2021-10-20 07:55:31
2,5,2021-10-20 07:54:21
2,6,2021-10-20 07:26:07
2,7,2021-10-20 07:31:12
2,8,2021-10-20 07:17:28
2,9,2021-10-20 07:49:56
2,10,2021-10-20 07:09:32
3,4,2021-10-20 07:34:29
3,5,2021-10-20 07:38:20
3,6,2021-10-20 07:35:23
3,7,2021-10-20 07:58:38
3,8,2021-10-20 07:56:03
3,9,2021-10-20 07:54:32
3,10,2021-10-20 07:45:46
4,5,2021-10-20 07:10:16
4,6,2021-10-20 07:17:52
4,7,2021-10-20 07:47:32
4,8,2021-10-20 07:27:22
4,9,2021-10-20 07:21:20
4,10,2021-10-20 07:51:56
5,6,2021-10-20 07:10:34
5,7,2021-10-20 07:28:13
5,8,2021-10-20 07:43:33
5,9,2021-10-20 07:43:34
5,10,2021-10-20 07:53:16
6,7,2021-10-20 07:09:32
6,8,2021-10-20 07:24:43
6,9,2021-10-20 07:48:31
6,10,2021-10-20 07:48:56
7,8,2021-10-20 07:16:35
7,9,2021-10-20 07:25:59
7,10,2021-10-20 07:40:28
8,9,2021-10-20 07:21:16
8,10,2021-10-20 07:24:36
9,10,2021-10-20 07:01:12
1,2,2021-10-20 08:52:00
1,3,2021-10-20 08:08:28
1,4,2021-10-20 08:27:30
1,5,2021-10-20 08:46:23
1,6,2021-10-20 08:16:06
1,7,2021-10-20 08:01:30
1,8,2021-10-20 08:30:24
1,9,2021-10-20 08:23:13
1,10,2021-10-20 08:05:36
2,3,2021-10-20 08:26:44
2,4,2021-10-20 08:16:51
2,5,2021-10-20 08:00:04
2,6,2021-10-20 08:07:22
2,7,2021-10-20 08:42:36
2,8,2021-10-20 08:33:05
2,9,2021-10-20 08:30:13
2,10,2021-10-20 08:28:52
3,4,2021-10-20 08:43:27
3,5,2021-10-20 08:00:41
3,6,2021-10-20 08:44:07
3,7,2021-10-20 08:11:32
3,8,2021-10-20 08:17:01
3,9,2021-10-20 08:53:22
3,10,2021-10-20 08:34:40
4,5,2021-10-20 08:36:16
4,6,2021-10-20 08:27:40
4,7,2021-10-20 08:41:33
4,8,2021-10-20 08:12:53
4,9,2021-10-20 08:59:11
4,10,2021-10-20 08:55:49
5,6,2021-10-20 08:37:48
5,7,2021-10-20 08:24:56
5,8,2021-10-20 08:02:15
5,9,2021-10-20 08:00:35
5,10,2021-10-20 08:00:39
6,7,2021-10-20 08:54:52
6,8,2021-10-20 08:17:30
6,9,2021-10-20 08:48:09
6,10,2021-10-20 08:28:48
7,8,2021-10-20 08:38:48
7,9,2021-10-20 08:25:19
7,10,2021-10-20 08:40:36
8,9,2021-10-20 08:25:30
8,10,2021-10-20 08:54:51
9,10,2021-10-20 08:45:10
1,2,2021-10-20 09:47:28
1,3,2021-10-20 09:26:16
1,4,2021-10-20 09:37:23
1,5,2021-10-20 09:12:49
1,7,2021-10-20 09:27:52
1,8,2021-10-20 09:38:53
1,9,2021-10-20 09:43:46
2,3,2021-10-20 09:29:22
2,4,2021-10-20 09:53:14
2,5,2021-10-20 09:35:51
2,6,2021-10-20 09:55:29
2,7,2021-10-20 09:23:59
2,8,2021-10-20 09:55:37
2,9,2021-10-20 09:59:04
2,10,2021-10-20 09:42:00
3,4,2021-10-20 09:41:44
3,5,2021-10-20 09:27:41
3,6,2021-10-20 09:57:47
3,7,2021-10-20 09:16:58
3,8,2021-10-20 09:33:39
3,9,2021-10-20 09:41:37
3,10,2021-10-20 09:58:30
4,5,2021-10-20 09:55:50
4,6,2021-10-20 09:03:44
4,7,2021-10-20 09:52:26
4,8,2021-10-20 09:02:14
4,9,2021-10-20 09:12:09
4,10,2021-10-20 09:44:46
5,6,2021-10-20 09:05:08
5,7,2021-10-20 09:32:11
5,8,2021-10-20 09:15:37
5,9,2021-10-20 09:55:57
5,10,2021-10-20 09:33:15
6,7,2021-10-20 09:24:27
6,8,2021-10-20 09:10:20
6,9,2021-10-20 09:07:39
6,10,2021-10-20 09:33:19
7,8,2021-10-20 09:36:23
7,9,2021-10-20 09:44:59
7,10,2021-10-20 09:13:18
8,9,2021-10-20 09:30:30
8,10,2021-10-20 09:18:54
9,10,2021-10-20 09:07:54
1,3,2021-10-20 10:59:37
1,4,2021-10-20 10:17:33
1,5,2021-10-20 10:49:45
1,6,2021-10-20 10:12:35
1,7,2021-10-20 10:48:08
1,8,2021-10-20 10:00:53
1,9,2021-10-20 10:47:11
2,4,2021-10-20 10:03:25
2,5,2021-10-20 10:19:13
2,6,2021-10-20 10:11:23
2,7,2021-10-20 10:51:28
2,8,2021-10-20 10:48:54
2,9,2021-10-20 10:35:55
2,10,2021-10-20 10:11:19
3,4,2021-10-20 10:54:07
3,5,2021-10-20 10:53:12
3,6,2021-10-20 10:43:17
3,7,2021-10-20 10:47:26
3,8,2021-10-20 10:16:00
3,9,2021-10-20 10:14:44
3,10,2021-10-20 10:26:38
4,5,2021-10-20 10:45:48
4,6,2021-10-20 10:13:11
4,7,2021-10-20 10:15:38
4,8,2021-10-20 10:35:00
4,9,2021-10-20 10:20:09
4,10,2021-10-20 10:35:13
5,6,2021-10-20 10:25:24
5,7,2021-10-20 10:54:12
5,8,2021-10-20 10:37:50
5,9,2021-10-20 10:49:56
5,10,2021-10-20 10:15:08
6,7,2021-10-20 10:32:26
6,8,2021-10-20 10:40:37
6,9,2021-10-20 10:11:03
6,10,2021-10-20 10:11:56
7,8,2021-10-20 10:43:02
7,9,2021-10-20 10:15:04
7,10,2021-10-20 10:39:42
8,9,2021-10-20 10:19:36
8,10,2021-10-20 10:31:54
9,10,2021-10-20 10:20:26
1,2,2021-10-20 11:33:06
1,4,2021-10-20 11:07:43
1,5,2021-10-20 11:56:25
1,6,2021-10-20 11:50:37
1,7,2021-10-20 11:09:33
1,8,2021-10-20 11:27:28
1,9,2021-10-20 11:24:28
1,10,2021-10-20 11:57:28
2,3,2021-10-20 11:49:45
2,4,2021-10-20 11:26:40
2,5,2021-10-20 11:16:27
2,6,2021-10-20 11:03:00
2,7,2021-10-20 11:02:37
2,8,2021-10-20 11:32:05
2,9,2021-10-20 11:54:09
2,10,2021-10-20 11:25:11
3,4,2021-10-20 11:31:23
3,5,2021-10-20 11:01:04
3,6,2021-10-20 11:53:46
3,7,2021-10-20 11:55:14
3,8,2021-10-20 11:14:14
3,9,2021-10-20 11:22:33
3,10,2021-10-20 11:43:50
4,5,2021-10-20 11:42:55
4,6,2021-10-20 11:05:43
4,7,2021-10-20 11:01:03
4,8,2021-10-20 11:56:03
4,9,2021-10-20 11:53:44
4,10,2021-10-20 11:50:52
5,6,2021-10-20 11:48:02
5,7,2021-10-20 11:06:04
5,8,2021-10-20 11:07:10
5,9,2021-10-20 11:33:10
5,10,2021-10-20 11:52:23
6,7,2021-10-20 11:19:30
6,8,2021-10-20 11:46:36
6,9,2021-10-20 11:22:43
6,10,2021-10-20 11:35:10
7,8,2021-10-20 11:19:56
7,9,2021-10-20 11:09:36
7,10,2021-10-20 11:46:34
8,9,2021-10-20 11:05:08
8,10,2021-10-20 11:24:21
9,10,2021-10-20 11:44:03
1,2,2021-10-20 12:30:21
1,3,2021-10-20 12:22:01
1,4,2021-10-20 12:01:59
1,5,2021-10-20 12:00:19
1,8,2021-10-20 12:12:41
1,9,2021-10-20 12:32:25
1,10,2021-10-20 12:33:27
2,3,2021-10-20 12:43:05
2,4,2021-10-20 12:03:43
2,5,2021-10-20 12:14:36
2,6,2021-10-20 12:42:07
2,7,2021-10-20 12:23:39
2,8,2021-10-20 12:17:34
2,9,2021-10-20 12:47:29
2,10,2021-10-20 12:37:50
3,4,2021-10-20 12:06:19
3,5,2021-10-20 12:45:09
3,6,2021-10-20 12:26:37
3,7,2021-10-20 12:05:49
3,8,2021-10-20 12:42:38
3,9,2021-10-20 12:41:59
3,10,2021-10-20 12:20:48
4,5,2021-10-20 12:11:03
4,6,2021-10-20 12:21:56
4,7,2021-10-20 12:16:36
4,8,2021-10-20 12:38:42
4,9,2021-10-20 12:21:27
4,10,2021-10-20 12:15:26
5,6,2021-10-20 12:45:20
5,7,2021-10-20 12:50:11
5,8,2021-10-20 12:36:09
5,9,2021-10-20 12:34:00
5,10,2021-10-20 12:48:24
6,7,2021-10-20 12:49:04
6,8,2021-10-20 12:26:18
6,9,2021-10-20 12:19:17
6,10,2021-10-20 12:52:26
7,8,2021-10-20 12:56:06
7,9,2021-10-20 12:49:33
7,10,2021-10-20 12:21:32
8,9,2021-10-20 12:26:05
8,10,2021-10-20 12:58:15
9,10,2021-10-20 12:26:39
1,3,2021-10-20 13:06:02
1,4,2021-10-20 13:32:28
1,5,2021-10-20 13:15:33
1,6,2021-10-20 13:01:49
1,7,2021-10-20 13:55:01
1,8,2021-10-20 13:39:50
1,9,2021-10-20 13:49:53
1,10,2021-10-20 13:12:53
2,3,2021-10-20 13:12:40
2,4,2021-10-20 13:42:16
2,5,2021-10-20 13:42:07
2,6,2021-10-20 13:11:12
2,7,2021-10-20 13:13:02
2,8,2021-10-20 13:50:00
2,9,2021-10-20 13:43:44
2,10,2021-10-20 13:47:42
3,4,2021-10-20 13:25:31
3,5,2021-10-20 13:35:17
3,6,2021-10-20 13:20:14
3,7,2021-10-20 13:50:02
3,8,2021-10-20 13:56:23
3,9,2021-10-20 13:03:34
4,5,2021-10-20 13:05:13
4,6,2021-10-20 13:41:21
4,7,2021-10-20 13:43:10
4,8,2021-10-20 13:53:37
4,9,2021-10-20 13:28:32
4,10,2021-10-20 13:54:12
5,6,2021-10-20 13:32:32
5,7,2021-10-20 13:58:17
5,8,2021-10-20 13:24:32
